SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
BE,UJAAS,Ujaas Energy Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ANANTRAJ,Anant Raj Industries Limi, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RE 0.08 PER SH 
BE,KARMAENG,Karma Energy Limited,15/12/2020, , ,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MANGTIMBER,Mangalam Timber Pro Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PROSEED,Proseed India Limited, ,13/12/2020,19/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RUSHIL,Rushil Decor Limited, ,12/12/2020,18/12/2020,10/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
BE,ADVANIHOTR,Advani Hot.& Res.(I) Ltd, ,12/12/2020,22/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
BE,EXCEL,Excel Realty N Infra Ltd, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ONELIFECAP,Onelife Cap Advisors Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ITDC,India Tour. Dev. Co. Ltd., ,28/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SYNCOM,Syncom Healthcare Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,KWALITY,Kwality Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HCC,Hindustan Construc Co., ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MTEDUCARE,MT Educare Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PAEL,PAE Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HAL,Hindustan Aeronautics Ltd,19/12/2020, , ,17/12/2020, , ,INT DIV - RS 15 PER SH   
BE,DYNPRO,Dynemic Products Limited,17/12/2020, , ,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ATLANTA,Atlanta  Limited, ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RADAAN,RADAAN MEDIAWORKS (I) LTD, ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,DATAMATICS,Datamatics Global Ser.Ltd, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PRABHAT,Prabhat Dairy Limited, ,21/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MMTC,MMTC Limited, ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,3IINFOTECH,3i Infotech Ltd., ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ASIANHOTNR,Asian Hotels (North) Ltd, ,19/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ARIHANT,Arihant Foundations & Hou, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,IFCI,IFCI LTD, ,16/12/2020,22/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,IL&FSTRANS,IL&FS Trans Net Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PSL,PSL Limited, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MBECL,Mcnally Bharat Engineerin, ,16/12/2020,22/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GIPCL,GUJARAT INDUSTRIES POWER, ,05/12/2020,15/12/2020,03/12/2020, , ,DIV - RS 2.90 PER SH     
BE,JAICORPLTD,Jai Corp Limited, ,22/12/2020,28/12/2020,18/12/2020, , ,DIV - RS 0.50 PER SH     
BE,GICHSGFIN,Gic Housing Finance Ltd, ,05/12/2020,18/12/2020,03/12/2020, , ,AGM/DIV - RS 2 PER SH    
BE,OMAXE,Omaxe Limited, ,19/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,KOHINOOR,Kohinoor Foods Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TOKYOPLAST,Tokyo Plast Intl Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BANG,Bang Overseas Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ZEELEARN,Zee Learn Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TNTELE,Tamilnadu Telecomm Ltd, ,11/12/2020,18/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,CYBERMEDIA,Cyber Media (India) Ltd., ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,DCW,DCW Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MTNL,MAHANAGAR TELEPHONE NIGAM, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SICAL,Sical Logistics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,WEIZMANIND,Weizmann Ltd, ,16/12/2020,22/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,EROSMEDIA,Eros Intl Media Ltd, ,08/12/2020,15/12/2020,04/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JIKIND,JIK Industries Limited, ,11/12/2020,18/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SPMLINFRA,SPML Infra Limited, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GFSTEELS,Grand Foundry Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PRAKASHSTL,Prakash Steelage Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MOHOTAIND,Mohota Industries Ltd., ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SHAHALLOYS,Shah Alloys Limited, ,11/12/2020,23/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,DIGISPICE,DiGiSPICE Technologies LT, ,09/12/2020,15/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SALSTEEL,S.A.L. Steel Ltd., ,11/12/2020,23/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RUBYMILLS,Ruby Mills Ltd., ,10/12/2020,17/12/2020,08/12/2020, , ,ANNUAL GENERAL MEETING   
BE,APLAPOLLO,Apl Apollo Tubes Ltd,16/12/2020, , ,15/12/2020, , ,FVSPLT FRM RS 10 TO RS 2 
BE,GMDCLTD,Gujarat Min. Dev. Corpn , ,24/12/2020,31/12/2020,22/12/2020, , ,AGM/DIV - RS 2 PER SH    
BE,VISUINTL,Visu International Limite, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ORISSAMINE,Orissa Min Dev Co Ltd, ,10/12/2020,16/12/2020,08/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MAHASTEEL,Mahamaya Steel Inds Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VISASTEEL,Visa Steel Limited, ,15/12/2020,22/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GOENKA,Goenka Diamond&Jewels Ltd, ,14/12/2020,17/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
BE,CUPID,Cupid Limited, ,21/12/2020,22/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JBFIND,JBF INDUSTRIES LTD, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,POCHIRAJU,Pochiraju Industries Limi, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,KRIDHANINF,Kridhan Infra Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HUBTOWN,Ackruti City Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BLUECHIP,Blue Chip India Ltd, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SETCO,Setco Automotive Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,NFL,National Fertilizers Limi, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PREMIER,Premier Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SKIL,SKIL Infrastr. Ltd., ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VISESHINFO,Visesh Infotecnics Limite, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RAJSREESUG,Rajshree Sugars & Chem, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TGBHOTELS,Bhagwati Banquets And Hot, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TI,Tilaknagar Industries Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,NSIL,Nalwa Sons Investments Li, ,21/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HITECHGEAR,HitechGearsLtd-Roll Sett, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SPICEJET,Spicejet Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RELIGARE,Religare Enterprises Limi, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RESPONIND,Responsive Industries Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,AGM/DIV - RS 0.07 PER SH 
BE,JPINFRATEC,Jaypee Infratech Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GBGLOBAL,GB Global Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SIMBHALS,Simbhaoli Sugars Ltd., ,15/12/2020,21/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SIMPLEXINF,Simplex Infrastructures L, ,22/12/2020,30/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,WEBELSOLAR,Websol Energy System Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ZODIACLOTH,Zodiac Clothing Co. Ltd, ,19/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ARENTERP,RajdarshanIndus-RollSett, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MADHAV,Madhav Marbles and Granit, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MADRASFERT,Madras Fertilizers Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BARTRONICS,Bartronics India Limited, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GLOBALVECT,Global Vectra Helicorp Li, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VIVIDHA,Visagar Polytex Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ATNINTER,ATN International Limited, ,09/12/2020,15/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JISLJALEQS,Equity shares of Rs.10/-, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,STAMPEDE,Stampede Capital Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SCAPDVR,Stampede Capital Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JISLDVREQS,Jain DVR Equity Shares, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MFSL,Max Fin Serv Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,REFEX,Refex Industries Limited, ,25/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HAVISHA,Sri Havisha Hosp infr Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SMPL,Splendid Metal Prod. Ltd, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JAYNECOIND,Jayaswal Neco Industr Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,THOMASCOTT,Thomas Scott (India) Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SANDESH,Sandesh Ltd, ,18/12/2020,30/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,CCHHL,Country Club Hosp Hol Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,POWERGRID,Power Grid Corporation of,19/12/2020, , ,17/12/2020, , ,INTERIM DIVIDEND         
BE,BVCL,Barak Valley Cements Limi, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VIVIMEDLAB,Vivimed Labs Limited, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PEARLPOLY,Pearl Polymers Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,GARDENSILK,Garden Silk Mills Ltd., ,16/12/2020,21/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SMPL,Splendid Metal Prod. Ltd, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,BINANIIND,Binani Industries Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,ORCHPHARMA,Orchid Pharma Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,KSERASERA,KSS Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,NAGAFERT,Nagarjun Fert and Che Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,BLUEBLENDS,Blue Blends (I) Ltd, ,26/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,JINDCOT,Jindal Cotex Ltd, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SYNCOM,Syncom Healthcare Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,IL&FSTRANS,IL&FS Trans Net Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,KOHINOOR,Kohinoor Foods Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SATHAISPAT,Sathavahana Ispat Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,VISUINTL,Visu International Limite, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,GOENKA,Goenka Diamond&Jewels Ltd, ,14/12/2020,17/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,POCHIRAJU,Pochiraju Industries Limi, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,BARTRONICS,Bartronics India Limited, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,PARASPETRO,Paras Petrofils Limited, ,12/12/2020,17/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SHAHALLOYS,Shah Alloys Limited, ,11/12/2020,23/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,DIGISPICE,DiGiSPICE Technologies LT, ,09/12/2020,15/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SALSTEEL,S.A.L. Steel Limited, ,11/12/2020,23/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RUBYMILLS,The Ruby Mills Ltd, ,10/12/2020,17/12/2020,08/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,APLAPOLLO,Apl Apollo Tubes Ltd,16/12/2020, , ,15/12/2020, , ,FVSPLT FRM RS 10 TO RS 2 
EQ,GMDCLTD,Gujarat Min. Dev. Corpn , ,24/12/2020,31/12/2020,22/12/2020, , ,AGM/DIV - RS 2 PER SH    
EQ,VISUINTL,Visu International Limite, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ORISSAMINE,Orissa Min Dev Co Ltd, ,10/12/2020,16/12/2020,08/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MAHASTEEL,Mahamaya Steel Inds Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VISASTEEL,Visa Steel Limited, ,15/12/2020,22/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GOENKA,Goenka Diamond&Jewels Ltd, ,14/12/2020,17/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,CUPID,Cupid Limited, ,21/12/2020,22/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JBFIND,JBFIndustries Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,NFL,National Fertilizers Limi, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,POCHIRAJU,Pochiraju Industries Limi, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,KRIDHANINF,Kridhan Infra Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HUBTOWN,Ackruti City Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VISESHINFO,Visesh Infotecnics Limite, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BLUECHIP,Blue Chip India Ltd, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SETCO,Setco Automotive Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RELIGARE,Religare Enterprises Limi, ,11/12/2020,17/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PREMIER,Premier Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SKIL,SKIL Infrastr. Ltd., ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SIMBHALS,Simbhaoli Sugars Ltd., ,15/12/2020,21/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RAJSREESUG,Rajshree Sugars & Chem, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TGBHOTELS,Bhagwati Banquets And Hot, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TI,Tilaknagar Industries Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,NSIL,Nalwa Sons Investments Li, ,21/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HITECHGEAR,Hi-Tech Gears Ltd, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SPICEJET,Spicejet Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ZODIACLOTH,Zodiac Clothing Co. Ltd, ,19/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RESPONIND,Responsive Industries Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,AGM/DIV - RS 0.07 PER SH 
EQ,TECILCHEM,TECIL Chem And Hydro Powe, ,21/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JPINFRATEC,Jaypee Infratech Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GBGLOBAL,GB Global Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SIMPLEXINF,Simplex Infrastructures L, ,22/12/2020,30/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,WEBELSOLAR,Websol Energy System Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ARENTERP,Rajdharshan Inds Ltd, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MADHAV,Madhav Marbles and Granit, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MADRASFERT,Madras Fertilizers Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BARTRONICS,Bartronics India Limited, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GLOBALVECT,Global Vectra Helicorp Li, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VIVIDHA,Visagar Polytex Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ATNINTER,ATN International Limited, ,09/12/2020,15/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JISLJALEQS,Jain Irrigation Systems L, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,STAMPEDE,Stampede Capital Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SCAPDVR,Stampede Capital Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JISLDVREQS,Jain DVR Equity Shares, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MFSL,Max Fin Serv Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,REFEX,Refex Industries Limited, ,25/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HAVISHA,Sri Havisha Hosp infr Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SMPL,Splendid Metal Prod. Ltd, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JAYNECOIND,Jayaswal Neco Industr Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,THOMASCOTT,Thomas Scott (India) Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SANDESH,Sandesh Ltd, ,18/12/2020,30/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,CCHHL,Country Club Hosp Hol Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,POWERGRID,Power Grid Corporation of,19/12/2020, , ,17/12/2020, , ,INTERIM DIVIDEND         
